country,city,hospital,department,doctor_name,source_url
India,Delhi,"Apollo Hospitals, Delhi","Cardiac Care","Dr N Sastri",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/delhi/dr-n-sastri
India,Delhi,"Apollo Hospitals, Delhi","Cardiac Care","Dr Mahesh Chandra Garg",https://www.apollohospitals.com/doctors/cardiologist/delhi/dr-mahesh-chandra-garg
India,Delhi,"Apollo Hospitals, Delhi","Cardiac Care","Dr Prashanta Kumar Ghosh",https://www.apollohospitals.com/doctors/cardiologist/delhi/dr-prashanta-kumar-ghosh
India,Kolkata,"Apollo Multispeciality Hospitals, EM Bypass, Kolkata","Cardiac Care","Dr A K Bardhan",https://www.apollohospitals.com/doctors/cardiologist/kolkata/dr-a-k-bardhan
India,Hyderabad,"Apollo Health City, Jubilee Hills, Hyderabad","Cardiac Care","Dr Vijay Dikshit",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/hyderabad/dr-vijay-dikshit
India,Delhi,"Apollo Hospitals, Delhi","Cardiac Care","Dr Prof Sanjay Tyagi",https://www.apollohospitals.com/doctors/cardiologist/delhi/dr-prof-sanjay-tyagi
India,Chennai,"Apollo Hospitals, Greams Road, Chennai","Cardiac Care","Dr Sathyamurthy I",https://www.apollohospitals.com/doctors/cardiologist/chennai/dr-sathyamurthy-i
India,Hyderabad,"Apollo Health City, Jubilee Hills, Hyderabad","Cardiac Care","Dr Venkat Rayudu Nekkanti",https://www.apollohospitals.com/doctors/cardiologist/hyderabad/dr-venkat-rayudu-nekkanti
India,Chennai,"Apollo Speciality Hospitals, Teynampet, Chennai","Cardiac Care","Dr A L Narayanan",https://www.apollohospitals.com/doctors/cardiologist/chennai/dr-a-l-narayanan
India,Delhi,"Apollo Hospitals, Delhi","Cardiac Care","Dr Rajeev Kumar Rajput",https://www.apollohospitals.com/doctors/cardiologist/delhi/dr-rajeev-kumar-rajput
India,Kolkata,"Apollo Multispeciality Hospitals, EM Bypass, Kolkata","Cardiac Care","Dr Bhabatosh Biswas",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/kolkata/dr-bhabatosh-biswas
India,Delhi,"Apollo Hospitals, Delhi","Cardiac Care","Dr Sunil Modi",https://www.apollohospitals.com/doctors/cardiologist/delhi/dr-sunil-modi
India,Delhi,"Apollo Hospitals, Delhi","Cardiac Care","Dr S K Gupta",https://www.apollohospitals.com/doctors/cardiologist/delhi/dr-s-k-gupta
India,Delhi,"Apollo Hospitals, Delhi","Cardiac Care","Dr K K Kapur",https://www.apollohospitals.com/doctors/cardiologist/delhi/dr-k-k-kapur
India,Delhi,"Apollo Hospitals, Delhi","Cardiac Care","Dr Bhaba Nanda Das",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/delhi/dr-bhaba-nanda-das
India,Rourkela,"Apollo Super Speciality Hospital, Rourkela","Cardiac Care","Dr G. C. Patri",https://www.apollohospitals.com/doctors/cardiologist/rourkela/dr-g-c-patri
India,Bhubaneswar,"Apollo Hospitals, Bhubaneswar","Cardiac Care","Dr Prasant Kumar Sahoo",https://www.apollohospitals.com/doctors/cardiologist/bhubaneswar/dr-prasant-kumar-sahoo
India,Hyderabad,"Apollo Hospitals, Secunderabad, Hyderabad","Cardiac Care","Dr Col M Sitaram",https://www.apollohospitals.com/doctors/cardiologist/hyderabad/dr-col-m-sitaram
India,Mysore,"Apollo BGS Hospitals, Mysore","Cardiac Care","Dr Arun Srinivas",https://www.apollohospitals.com/doctors/cardiologist/mysore/dr-arun-srinivas
India,Bhubaneswar,"Apollo Hospitals, Bhubaneswar","Cardiac Care","Dr P C Rath",https://www.apollohospitals.com/doctors/cardiologist/bhubaneswar/dr-p-c-rath
India,Hyderabad,"Apollo Health City, Jubilee Hills, Hyderabad","Cardiac Care","Dr Badri Narayana Tumulu",https://www.apollohospitals.com/doctors/cardiologist/hyderabad/dr-badri-narayana-tumulu
India,Chennai,"Apollo Hospitals, Greams Road, Chennai","Cardiac Care","Dr Robert Mao",https://www.apollohospitals.com/doctors/cardiologist/chennai/dr-robert-mao
India,Lucknow,"Apollo Hospitals Lucknow","Cardiac Care","Dr Ajay Bahadur",https://www.apollohospitals.com/doctors/cardiologist/lucknow/dr-ajay-bahadur
India,Bangalore,"Apollo Speciality Hospital, Jayanagar, Bangalore","Cardiac Care","Dr Ramamurthy Bingi",https://www.apollohospitals.com/doctors/cardiologist/bangalore/dr-ramamurthy-bingi
India,Hyderabad,"Apollo Health City, Jubilee Hills, Hyderabad","Cardiac Care","Dr Pratap Chandra Rath",https://www.apollohospitals.com/doctors/cardiologist/hyderabad/dr-pratap-chandra-rath
India,Delhi,"Apollo Hospitals, Delhi","Cardiac Care","Dr Col V Hariharan",https://www.apollohospitals.com/doctors/cardiologist/delhi/dr-col-v-hariharan
India,Noida,"Apollo Hospitals Noida","Cardiac Care","Dr V Hariharan",https://www.apollohospitals.com/doctors/cardiologist/noida/dr-v-hariharan
India,Delhi,"Apollo Hospitals, Delhi","Cardiac Care","Dr Anoop K Ganjoo",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/delhi/dr-anoop-k-ganjoo
India,Delhi,"Apollo Hospitals, Delhi","Cardiac Care","Dr K K Saxena",https://www.apollohospitals.com/doctors/cardiologist/delhi/dr-k-k-saxena
India,Hyderabad,"Apollo Health City, Jubilee Hills, Hyderabad","Cardiac Care","Dr Tripti Deb",https://www.apollohospitals.com/doctors/cardiologist/hyderabad/dr-tripti-deb
India,Chennai,"Apollo Hospitals, Greams Road, Chennai","Cardiac Care","Dr Dillip Kumar Mishra",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/chennai/dr-dillip-kumar-mishra
India,Mysore,"Apollo BGS Hospitals, Mysore","Cardiac Care","Dr Keshava Murthy Ganapathy Bhat",https://www.apollohospitals.com/doctors/cardiologist/mysore/dr-keshava-murthy-ganapathy-bhat
India,Bangalore,"Apollo Hospitals, Bannerghatta Road, Bangalore","Cardiac Care","Dr Ramesh B",https://www.apollohospitals.com/doctors/cardiologist/bangalore/dr-ramesh-b
India,Kolkata,"Apollo Multispeciality Hospitals, EM Bypass, Kolkata","Cardiac Care","Dr Swapan Kumar De",https://www.apollohospitals.com/doctors/cardiologist/kolkata/dr-swapan-kumar-de
India,Visakhapatnam,"Apollo Hospitals Health City, Arilova, Vizag","Cardiac Care","Dr Nanda Kishore Panigrahi",https://www.apollohospitals.com/doctors/cardiologist/visakhapatnam/dr-nanda-kishore-panigrahi
India,Pune,"Apollo Hospitals, Pune","Cardiac Care","Dr Ravikumar Ratnagiri",https://www.apollohospitals.com/doctors/interventional-cardiologist/pune/dr-ravikumar-ratnagiri
India,Mysore,"Apollo BGS Hospitals, Mysore","Cardiac Care","Dr Guruprasad H P",https://www.apollohospitals.com/doctors/cardiologist/mysore/dr-guruprasad-h-p
India,Delhi,"Apollo Hospitals, Delhi","Cardiac Care","Dr Pradeep Jain",https://www.apollohospitals.com/doctors/cardiologist/delhi/dr-pradeep-jain
India,Delhi,"Apollo Hospitals, Delhi","Cardiac Care","Dr Vipul Narain Roy",https://www.apollohospitals.com/doctors/cardiologist/delhi/dr-vipul-narain-roy
India,Chennai,"Apollo Hospitals, Greams Road, Chennai","Cardiac Care","Dr Salgunan Nair",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/chennai/dr-salgunan-nair
India,Hyderabad,"Apollo Health City, Jubilee Hills, Hyderabad","Cardiac Care","Dr Sanjay Kumar Agarwal",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/hyderabad/dr-sanjay-kumar-agarwal
India,Madurai,"Apollo Speciality Hospitals Madurai","Cardiac Care","Dr Sridhar V",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/madurai/dr-sridhar-v
India,Chennai,"Apollo Hospitals, Greams Road, Chennai","Cardiac Care","Dr Vijay Shankar C S",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/chennai/dr-vijay-shankar-s
India,Hyderabad,"Apollo Health City, Jubilee Hills, Hyderabad","Cardiac Care","Dr A G K Gokhale",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/hyderabad/dr-a-g-k-gokhale
India,Visakhapatnam,"Apollo Hospitals Health City, Arilova, Vizag","Cardiac Care","Dr Dibya Kumar Baruah",https://www.apollohospitals.com/doctors/cardiologist/visakhapatnam/dr-dibya-kumar-baruah
India,Lucknow,"Apollo Hospitals Lucknow","Cardiac Care","Dr Bharat Dubey",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/lucknow/dr-bharat-dubey
India,Chennai,"Apollo Firstmed Hospital, Chennai","Cardiac Care","Dr D Vaidhyanathan",https://www.apollohospitals.com/doctors/cardiologist/chennai/dr-d-vaidhyanathan
India,Chennai,"Apollo Hospitals, Greams Road, Chennai","Cardiac Care","Dr R Ravi Kumar",https://www.apollohospitals.com/doctors/heart-failure-and-transplant-surgeon/chennai/dr-r-ravi-kumar
India,Bangalore,"Apollo Hospitals, Seshadripuram, Bangalore","Cardiac Care","Dr B C Srinivas",https://www.apollohospitals.com/doctors/cardiologist/bangalore/dr-b-c-srinivas
India,Hyderabad,"Apollo Hospitals, Hyderguda, Hyderabad","Cardiac Care","Dr Rajeev Garg",https://www.apollohospitals.com/doctors/cardiologist/hyderabad/dr-rajeev-garg
India,Hyderabad,"Apollo Health City, Jubilee Hills, Hyderabad","Cardiac Care","Dr Manoj Kumar Agarwala",https://www.apollohospitals.com/doctors/cardiologist/hyderabad/dr-manoj-kumar-agarwala
India,Mumbai,"Apollo Hospitals, Mumbai","Cardiac Care","Dr M V Reddy",https://www.apollohospitals.com/doctors/interventional-cardiologist/mumbai/dr-mv-reddy
India,Delhi,"Apollo Hospitals, Delhi","Cardiac Care","Dr Raman Puri",https://www.apollohospitals.com/doctors/cardiologist/delhi/dr-raman-puri
India,Kolkata,"Apollo Multispeciality Hospitals, EM Bypass, Kolkata","Cardiac Care","Dr Sushan Mukhopadhyay",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/kolkata/dr-sushan-mukhopadhyay
India,Kolkata,"Apollo Multispeciality Hospitals, EM Bypass, Kolkata","Cardiac Care","Dr Tamashis Mukherjee",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/kolkata/dr-tamashis-mukherjee
India,Chennai,"Apollo Hospitals, Greams Road, Chennai","Cardiac Care","Dr Pramod Kumar",https://www.apollohospitals.com/doctors/cardiologist/chennai/dr-pramod-kumar
India,Cochin,"Apollo Adlux Hospital, Cochin","Cardiac Care","Dr Balakrishnan N",https://www.apollohospitals.com/doctors/cardiologist/cochin/dr-balakrishnan-n
India,Delhi,"Apollo Hospitals, Delhi","Cardiac Care","Dr K K Pandey",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/delhi/dr-k-k-pandey
India,Ahmedabad,"Apollo Hospitals International Ltd, Ahmedabad","Cardiac Care","Dr Utpal Shah",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/ahmedabad/dr-utpal-shah
India,Chennai,"Apollo Speciality Hospitals, OMR, Chennai","Cardiac Care","Dr Shanmuga Sundaram D",https://www.apollohospitals.com/doctors/cardiologist/chennai/dr-shanmuga-sundaram-d
India,Bangalore,"Apollo Hospitals, Seshadripuram, Bangalore","Cardiac Care","Dr Anand Subramanyam",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/bangalore/dr-anand-subramanyam
India,Bangalore,"Apollo Hospitals, Seshadripuram, Bangalore","Cardiac Care","Dr Jayaranganath M",https://www.apollohospitals.com/doctors/cardiologist/bangalore/dr-jayaranganath-m
India,Ahmedabad,"Apollo Hospitals International Ltd, Ahmedabad","Cardiac Care","Dr Sameer Dani",https://www.apollohospitals.com/doctors/cardiologist/ahmedabad/dr-sameer-dani
India,Chennai,"Apollo Hospitals, Greams Road, Chennai","Cardiac Care","Dr Mohammed Rehan Sayeed",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/chennai/dr-mohammed-rehan-sayeed
India,Chennai,"Apollo Hospitals, Greams Road, Chennai","Cardiac Care","Dr Y Vijayachandra Reddy",https://www.apollohospitals.com/doctors/interventional-cardiologist/chennai/dr-y-vijayachandra-reddy
India,Chennai,"Apollo Hospitals, Greams Road, Chennai","Cardiac Care","Dr Sridhar L F",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/chennai/dr-sridhar-l-f
India,Pune,"Apollo Hospitals, Pune","Cardiac Care","Dr Mandar Deo",https://www.apollohospitals.com/doctors/cardiologist/pune/dr-mandar-deo
India,Kolkata,"Apollo Multispeciality Hospitals, EM Bypass, Kolkata","Cardiac Care","Dr Suvro Banerjee",https://www.apollohospitals.com/doctors/cardiologist/kolkata/dr-suvro-banerjee
India,Chennai,"Apollo Hospitals, Kotturpuram, Chennai","Cardiac Care","Dr Justin Paul G",https://www.apollohospitals.com/doctors/cardiologist/chennai/dr-justin-paul-g
India,Delhi,"Apollo Hospitals, Delhi","Cardiac Care","Dr Vikas Kohli",https://www.apollohospitals.com/doctors/pediatric-cardiologist/delhi/dr-vikas-kohli
India,Chennai,"Apollo Speciality Hospitals, Vanagaram, Chennai","Cardiac Care","Dr Paul Ravindran Ponraj",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgeon/chennai/dr-paul-ravindran-ponraj
India,Chennai,"Apollo Speciality Hospitals, Teynampet, Chennai","Cardiac Care","Dr Vivekan Manoharan",https://www.apollohospitals.com/doctors/cardiologist/chennai/dr-vivekan-manoharan
India,Delhi,"Apollo Hospitals, Delhi","Cardiac Care","Dr Gaurav Kumar",https://www.apollohospitals.com/doctors/pediatric-cardio-thoracic-surgeon/delhi/dr-gaurav-kumar
India,Delhi,"Apollo Hospitals, Delhi","Cardiac Care","Dr Prof Narendra Nath Khanna",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/delhi/dr-prof-narendra-nath-khanna
India,Delhi,"Apollo Hospitals, Delhi","Cardiac Care","Dr Vanita Arora",https://www.apollohospitals.com/doctors/cardiologist/delhi/dr-vanita-arora
India,Delhi,"Apollo Hospitals, Delhi","Cardiac Care","Dr Vivek Gupta",https://www.apollohospitals.com/doctors/cardiologist/delhi/dr-vivek-gupta
India,Chennai,"Apollo Hospitals, Greams Road, Chennai","Cardiac Care","Dr Prakash Chand Jain",https://www.apollohospitals.com/doctors/cardiologist/chennai/dr-prakash-chand-jain
India,Hyderabad,"Apollo Health City, Jubilee Hills, Hyderabad","Cardiac Care","Dr Naresh Kumar P V",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/hyderabad/dr-naresh-kumar-p-v
India,Bangalore,"Apollo Hospitals, Seshadripuram, Bangalore","Cardiac Care","Dr Manoj Kumar S P",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/bangalore/dr-manoj-kumar-s-p
India,Chennai,"Apollo Children's Hospital, Chennai","Cardiac Care","Dr Neville Solomon",https://www.apollohospitals.com/doctors/paediatric-cardiac-surgery/chennai/dr-neville-soloman
India,Madurai,"Apollo Speciality Hospitals Madurai","Cardiac Care","Dr Karuppiah S K P",https://www.apollohospitals.com/doctors/cardiologist/madurai/dr-karuppiah-s-k-p
India,Madurai,"Apollo Speciality Hospitals Madurai","Cardiac Care","Dr Vivek Bose C",https://www.apollohospitals.com/doctors/cardiologist/madurai/dr-vivek-bose-c
India,Kolkata,"Apollo Multispeciality Hospitals, EM Bypass, Kolkata","Cardiac Care","Dr Debashis Ghosh",https://www.apollohospitals.com/doctors/cardiologist/kolkata/dr-debashis-ghosh
India,Bhubaneswar,"Apollo Hospitals, Bhubaneswar","Cardiac Care","Dr Brajaraj Das",https://www.apollohospitals.com/doctors/cardiologist/bhubaneswar/dr-brajaraj-das
India,Bilaspur,"Apollo Hospitals, Bilaspur","Cardiac Care","Dr Pankaj Saxena",https://www.apollohospitals.com/doctors/cardio-thoracic-surgeon/bilaspur/dr-pankaj-saxena
India,Hyderabad,"Apollo Hospitals, Hyderguda, Hyderabad","Cardiac Care","Dr V Mukhesh Rao",https://www.apollohospitals.com/doctors/cardiologist/hyderabad/dr-v-mukhesh-rao
India,Bangalore,"Apollo Hospitals, Bannerghatta Road, Bangalore","Cardiac Care","Dr K M Nair",https://www.apollohospitals.com/doctors/cardiologist/bangalore/dr-k-m-nair
India,Chennai,"Apollo Hospitals, Greams Road, Chennai","Cardiac Care","Dr Sengottuvelu G",https://www.apollohospitals.com/doctors/interventional-cardiologist/chennai/dr-sengottuvelu-g
India,Hyderabad,"Apollo Health City, Jubilee Hills, Hyderabad","Cardiac Care","Dr A Sreenivas Kumar",https://www.apollohospitals.com/doctors/cardiologist/hyderabad/dr-a-sreenivas-kumar
India,Indore,"Apollo Hospitals, Indore","Cardiac Care","Dr Sarita Rao",https://www.apollohospitals.com/doctors/cardiologist/indore/dr-sarita-rao
India,Delhi,"Apollo Hospitals, Delhi","Cardiac Care","Dr Mukesh Goel",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/delhi/dr-mukesh-goel
India,Indore,"Apollo Hospitals, Indore","Cardiac Care","Dr Kshitij Dubey",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/indore/dr-kshitij-dubey
India,Indore,"Apollo Hospitals, Indore","Cardiac Care","Dr K Roshan Rao",https://www.apollohospitals.com/doctors/cardiologist/indore/dr-k-roshan-rao
India,Chennai,"Apollo Hospitals, Greams Road, Chennai","Cardiac Care","Dr Rajeshwari Nayak",https://www.apollohospitals.com/doctors/cardiologist/chennai/dr-rajeshwari-nayak
India,Chennai,"Apollo Hospitals, Greams Road, Chennai","Cardiac Care","Dr Dhamodaran K",https://www.apollohospitals.com/doctors/interventional-cardiologist/chennai/dr-dhamodaran-k
India,Hyderabad,"Apollo Hospitals, Hyderguda, Hyderabad","Cardiac Care","Dr S Srinivasa Reddy",https://www.apollohospitals.com/doctors/interventional-cardiologist/hyderabad/dr-s-srinivasa-reddy
India,Hyderabad,"Apollo Hospitals, Financial District","Cardiac Care","Dr Sudheer Koganti",https://www.apollohospitals.com/doctors/cardiologist/hyderabad/dr-sudheer-koganti
India,Ahmedabad,"Apollo Hospitals International Ltd, Ahmedabad","Cardiac Care","Dr Sudhir Adalti",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/ahmedabad/dr-sudhir-adalti
India,Kolkata,"Apollo Multispeciality Hospitals, EM Bypass, Kolkata","Cardiac Care","Dr P C Mondal",https://www.apollohospitals.com/doctors/cardiologist/kolkata/dr-p-c-mondal
India,Hyderabad,"Apollo Health City, Jubilee Hills, Hyderabad","Cardiac Care","Dr K M K Reddy",https://www.apollohospitals.com/doctors/cardiologist/hyderabad/dr-k-m-k-reddy
India,Bangalore,"Apollo Hospitals, Bannerghatta Road, Bangalore","Cardiac Care","Dr. Srinivasa Prasad B.V",https://www.apollohospitals.com/doctors/cardiologist/bangalore/dr-srinivasa-prasad-b-v
India,Guwahati,"Apollo Excelcare, Guwahati","Cardiac Care","Dr Manuj Kumar Saikia",https://www.apollohospitals.com/doctors/cardio-thoracic-surgeon/guwahati/dr-manuj-kumar-saikia
India,Guwahati,"Apollo Excelcare, Guwahati","Cardiac Care","Dr Neil Bardoloi",https://www.apollohospitals.com/doctors/cardiologist/guwahati/dr-neil-bardoloi
India,Chennai,"Apollo Speciality Hospitals, OMR, Chennai","Cardiac Care","Dr Madhu Prabhu Doss Cr",https://www.apollohospitals.com/doctors/cardiologist/chennai/dr-madhu-prabhu-doss-cr
India,Bangalore,"Apollo Hospitals, Bannerghatta Road, Bangalore","Cardiac Care","Dr K B Prasad",https://www.apollohospitals.com/doctors/cardiologist/bangalore/dr-k-b-prasad
India,Chennai,"Apollo Children's Hospital, Chennai","Cardiac Care","Dr Muthukumaran C S",https://www.apollohospitals.com/doctors/pediatric-cardiologist/chennai/dr-muthukumaran-c-s
India,Delhi,"Apollo Hospitals, Delhi","Cardiac Care","Dr Sanjay Kumar Sharma",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/delhi/dr-sanjay-kumar-sharma
India,Chennai,"Apollo Hospitals, Greams Road, Chennai","Cardiac Care","Dr Refai Showkathali",https://www.apollohospitals.com/doctors/interventional-cardiologist/chennai/dr-refai-showkathali
India,Ahmedabad,"Apollo Hospitals International Ltd, Ahmedabad","Cardiac Care","Dr Sharad Jain",https://www.apollohospitals.com/doctors/cardiologist/ahmedabad/dr-sharad-jain
India,Nashik,"Apollo Hospitals, Nashik","Cardiac Care","Dr Abhaysingh Walia",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/nashik/dr-abhaysingh-walia
India,Hyderabad,"Apollo Health City, Jubilee Hills, Hyderabad","Cardiac Care","Dr Athuluri Ravi Kanth",https://www.apollohospitals.com/doctors/interventional-cardiologist/hyderabad/dr-athuluri-ravi-kanth
India,Chennai,"Apollo Speciality Hospitals, Vanagaram, Chennai","Cardiac Care","Dr Joy M Thomas",https://www.apollohospitals.com/doctors/cardiologist/chennai/dr-joy-m-thomas
India,Bangalore,"Apollo Hospitals, Bannerghatta Road, Bangalore","Cardiac Care","Dr Girish B Navasundi",https://www.apollohospitals.com/doctors/cardiologist/bangalore/dr-girish-b-navasundi
India,Hyderabad,"Apollo Health City, Jubilee Hills, Hyderabad","Cardiac Care","Dr Nagesh Ayalasomayajula",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/hyderabad/dr-nagesh-ayalasomayajula
India,Chennai,"Apollo Speciality Hospitals, Vanagaram, Chennai","Cardiac Care","Dr Harikrishnan P",https://www.apollohospitals.com/doctors/cardiologist/chennai/dr-harikrishnan-p
India,Bilaspur,"Apollo Hospitals, Bilaspur","Cardiac Care","Dr Mahendra Prasad Samal",https://www.apollohospitals.com/doctors/cardiologist/bilaspur/dr-mahendra-prasad-samal
India,Rourkela,"Apollo Super Speciality Hospital, Rourkela","Cardiac Care","Dr Tripti Talapatra",https://www.apollohospitals.com/doctors/cardio-thoracic-and-vascular-surgeon/rourkela/dr-tripti-talapatra
India,Ahmedabad,"Apollo Hospitals International Ltd, Ahmedabad","Cardiac Care","Dr Lal Daga",https://www.apollohospitals.com/doctors/cardiologist/ahmedabad/dr-lal-daga
India,Ahmedabad,"Apollo Hospitals International Ltd, Ahmedabad","Cardiac Care","Dr Vinit Shah",https://www.apollohospitals.com/doctors/cardiologist/ahmedabad/dr-vinit-shah
India,Chennai,"Apollo Speciality Hospitals, Vanagaram, Chennai","Cardiac Care","Dr Janardhana Reddy D",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/chennai/dr-janardhana-reddy-d
India,Chennai,"Apollo Speciality Hospitals, OMR, Chennai","Cardiac Care","Dr M Kathiresan",https://www.apollohospitals.com/doctors/cardiologist/chennai/dr-m-kathiresan
India,Chennai,"Apollo Speciality Hospitals, Vanagaram, Chennai","Cardiac Care","Dr Muralidharan K V",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/chennai/dr-muralidharan-k-v
India,Hyderabad,"Apollo Hospitals, Secunderabad, Hyderabad","Cardiac Care","Dr Shiv Kumar J",https://www.apollohospitals.com/doctors/cardiologist/hyderabad/dr-shiv-kumar-j
India,Chennai,"Apollo Hospitals, Greams Road, Chennai","Cardiac Care","Dr Karthigesan A M",https://www.apollohospitals.com/doctors/cardiac-pacing-and-electrophysiology/chennai/dr-karthigesan-a-m
India,Chennai,"Apollo Hospitals, Greams Road, Chennai","Cardiac Care","Dr Yusuf M M",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/chennai/dr-yusuf-m-m
India,Guwahati,"Apollo Hospitals, Guwahati","Cardiac Care","Dr Dibya Jyoti Dutta",https://www.apollohospitals.com/doctors/cardiologist/guwahati/dr-dibya-jyoti-dutta
India,Hyderabad,"Apollo Hospitals, DRDO, Kanchanbagh, Hyderabad","Cardiac Care","Dr Sai Kumar M",https://www.apollohospitals.com/doctors/cardiologist/hyderabad/dr-sai-kumar-m
India,Chennai,"Apollo Hospitals, Greams Road, Chennai","Cardiac Care","Dr Abraham Oomman",https://www.apollohospitals.com/doctors/cardiologist/chennai/dr-abraham-oomman
India,Ahmedabad,"Apollo Hospitals International Ltd, Ahmedabad","Cardiac Care","Dr Jayesh Prajapati",https://www.apollohospitals.com/doctors/cardiologist/ahmedabad/dr-jayesh-prajapati
India,Delhi,"Apollo Hospitals, Delhi","Cardiac Care","Dr Amit Mittal",https://www.apollohospitals.com/doctors/cardiologist/delhi/dr-amit-mittal
India,Ahmedabad,"Apollo Hospitals International Ltd, Ahmedabad","Cardiac Care","Dr Hasit Joshi",https://www.apollohospitals.com/doctors/cardiologist/ahmedabad/dr-hasit-joshi
India,Visakhapatnam,"Apollo Hospitals Health City, Arilova, Vizag","Cardiac Care","Dr Jaideep Kumar Trivedi",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/visakhapatnam/dr-jaideep-kumar-trivedi
India,Hyderabad,"Apollo Health City, Jubilee Hills, Hyderabad","Cardiac Care","Dr Sanjeev Kumar Khulbey",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/hyderabad/dr-sanjeev-kumar-khulbey
India,Hyderabad,"Apollo Health City, Jubilee Hills, Hyderabad","Cardiac Care","Dr Sunil Kumar Swain",https://www.apollohospitals.com/doctors/paediatric-cardiac-surgery/hyderabad/dr-sunil-kumar-swain
India,Cochin,"Apollo Adlux Hospital, Cochin","Cardiac Care","Dr Harsha Jeevan",https://www.apollohospitals.com/doctors/cardiologist/cochin/dr-harsha-jeevan
India,Noida,"Apollo Hospitals Noida","Cardiac Care","Dr Birendra Pawar",https://www.apollohospitals.com/doctors/cardiologist/noida/dr-birendra-pawar
India,Kolkata,"Apollo Multispeciality Hospitals, EM Bypass, Kolkata","Cardiac Care","Dr. Sankha Subhra Das",https://www.apollohospitals.com/doctors/cardiologist/kolkata/dr-sankha-subhra-das
India,Hyderabad,"Apollo Hospitals, Hyderguda, Hyderabad","Cardiac Care","Dr ASHWIN TUMKUR",https://www.apollohospitals.com/doctors/cardiologist/hyderabad/dr-ashwin-tumkur
India,Mumbai,"Apollo Hospitals, Mumbai","Cardiac Care","Dr Rahul Gupta",https://www.apollohospitals.com/doctors/cardiologist/mumbai/dr-rahul-gupta
India,Chennai,"Apollo Speciality Hospitals, OMR, Chennai","Cardiac Care","Dr Bino John Sahayo J",https://www.apollohospitals.com/doctors/cardiologist/chennai/dr-bino-john-sahayo-j
India,Lucknow,"Apollo Hospitals Lucknow","Cardiac Care","Dr Ankur Agarwal",https://www.apollohospitals.com/doctors/interventional-cardiologist/lucknow/dr-ankur-agarwal
India,Bangalore,"Apollo Speciality Hospital, Jayanagar, Bangalore","Cardiac Care","Dr Lakshmikanth P",https://www.apollohospitals.com/doctors/cardiologist/bangalore/dr-lakshmikanth-p
India,Kolkata,"Apollo Multispeciality Hospitals, EM Bypass, Kolkata","Cardiac Care","Dr Aftab Khan",https://www.apollohospitals.com/doctors/cardiologist/kolkata/dr-aftab-khan
India,Kolkata,"Apollo Multispeciality Hospitals, EM Bypass, Kolkata","Cardiac Care","Dr Amar Nath Ghosh",https://www.apollohospitals.com/doctors/cardiothoracic-and-vascular-surgery/kolkata/dr-amar-nath-ghosh
India,Trichy,"Apollo Speciality Hospitals, Trichy","Cardiac Care","Dr Kader Sahib Ashraf",https://www.apollohospitals.com/doctors/cardiologist/trichy/dr-kader-sahib-ashraf
India,Trichy,"Apollo Speciality Hospitals, Trichy","Cardiac Care","Dr Shyam Sundar A Y",https://www.apollohospitals.com/doctors/cardiologist/trichy/dr-shyam-sundar-a-y
